execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,test_dir
1,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-14475
1,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-14475
1,xwiki,XWIKI-13916,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13916/XWIKI-13916.log,yes,8.4.2,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13916
1,xwiki,XWIKI-13916,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13916/XWIKI-13916.log,yes,8.4.2,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13916
1,xwiki,XWIKI-13916,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13916/XWIKI-13916.log,yes,8.4.2,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13916
1,xwiki,XWIKI-14554,9.6-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-14554
1,xwiki,XWIKI-14554,9.6-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-14554
1,xwiki,XWIKI-14554,9.6-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14554/XWIKI-14554.log,yes,9.7,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-14554
1,xwiki,XCOMMONS-1057,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-1057/XCOMMONS-1057.log,yes,8.2.2,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XCOMMONS-1057
1,xwiki,XCOMMONS-1057,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-1057/XCOMMONS-1057.log,yes,8.2.2,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XCOMMONS-1057
1,xwiki,XCOMMONS-1057,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-1057/XCOMMONS-1057.log,yes,8.2.2,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XCOMMONS-1057
1,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XCOMMONS-928
1,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XCOMMONS-928
1,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XCOMMONS-928
1,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13616
1,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13616
1,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13616
1,xwiki,XRENDERING-481,9.6,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-481/XRENDERING-481.log,yes,9.7,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XRENDERING-481
1,xwiki,XRENDERING-481,9.6,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-481/XRENDERING-481.log,yes,9.7,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XRENDERING-481
1,xwiki,XRENDERING-481,9.6,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.6,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-481/XRENDERING-481.log,yes,9.7,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XRENDERING-481
1,xwiki,XWIKI-13031,7.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13031/XWIKI-13031.log,yes,7.4.1,2,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13031
1,xwiki,XWIKI-13031,7.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13031/XWIKI-13031.log,yes,7.4.1,2,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13031
1,xwiki,XWIKI-13031,7.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13031/XWIKI-13031.log,yes,7.4.1,2,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13031
1,xwiki,XWIKI-13096,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13096
1,xwiki,XWIKI-13096,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13096
1,xwiki,XWIKI-13096,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13096/XWIKI-13096.log,yes,7.4.2,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13096
1,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-14319
1,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-14319
1,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-14319
1,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-14612
1,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-14612
1,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-14612
1,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XRENDERING-418
1,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XRENDERING-418
1,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XRENDERING-418
1,xwiki,XRENDERING-422,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-422/XRENDERING-422.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XRENDERING-422
1,xwiki,XRENDERING-422,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-422/XRENDERING-422.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XRENDERING-422
1,xwiki,XRENDERING-422,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-422/XRENDERING-422.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XRENDERING-422
1,xwiki,XWIKI-12667,7.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-12667
1,xwiki,XWIKI-12667,7.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-12667
1,xwiki,XWIKI-12667,7.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-12667
1,xwiki,XWIKI-13196,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13196
1,xwiki,XWIKI-13196,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13196
1,xwiki,XWIKI-13196,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13196/XWIKI-13196.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13196
1,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13372
1,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13372
1,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13372
1,xwiki,XWIKI-13396,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13396/XWIKI-13396.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13396
1,xwiki,XWIKI-13396,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13396/XWIKI-13396.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13396
1,xwiki,XWIKI-13396,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13396/XWIKI-13396.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13396
1,xwiki,XWIKI-13546,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13546
1,xwiki,XWIKI-13546,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13546
1,xwiki,XWIKI-13546,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13546
1,xwiki,XWIKI-12798,7.3-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12798/XWIKI-12798.log,yes,7.3,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-12798
1,xwiki,XWIKI-12798,7.3-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12798/XWIKI-12798.log,yes,7.3,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-12798
1,xwiki,XWIKI-12798,7.3-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12798/XWIKI-12798.log,yes,7.3,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-12798
1,xwiki,XWIKI-13303,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13303
1,xwiki,XWIKI-13303,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13303
1,xwiki,XWIKI-13303,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13303/XWIKI-13303.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13303
1,xwiki,XWIKI-12889,7.4-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-12889
1,xwiki,XWIKI-12889,7.4-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-12889
1,xwiki,XWIKI-12889,7.4-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-12889/XWIKI-12889.log,yes,7.4-milestone-2,2,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-12889
1,xwiki,XWIKI-13316,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13316/XWIKI-13316.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13316
1,xwiki,XWIKI-13316,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13316/XWIKI-13316.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13316
1,xwiki,XWIKI-13316,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13316/XWIKI-13316.log,yes,8.1-milestone-2,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13316
1,xwiki,XWIKI-13457,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13457/XWIKI-13457.log,yes,8.2.2,7,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13457
1,xwiki,XWIKI-13457,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13457/XWIKI-13457.log,yes,8.2.2,7,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13457
1,xwiki,XWIKI-13457,8.0,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.0,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13457/XWIKI-13457.log,yes,8.2.2,7,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13457
1,xwiki,XWIKI-13544,7.4.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13544
1,xwiki,XWIKI-13544,7.4.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13544
1,xwiki,XWIKI-13544,7.4.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13544/XWIKI-13544.log,yes,7.4.5,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13544
1,xwiki,XWIKI-13345,8.1-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13345
1,xwiki,XWIKI-13345,8.1-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13345
1,xwiki,XWIKI-13345,8.1-milestone-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-milestone-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13345/XWIKI-13345.log,yes,8.1-milestone-2,1,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13345
1,xwiki,XWIKI-13407,8.1-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-13407
1,xwiki,XWIKI-13407,8.1-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-13407
1,xwiki,XWIKI-13407,8.1-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.1-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13407/XWIKI-13407.log,yes,8.2-milestone-2,5,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-13407
1,xwiki,XWIKI-8281,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-8281/XWIKI-8281.log,no,,,0.8,0.5,0,0,124655,10,JarFiles/GGA-tests/XWIKI-8281
1,xwiki,XWIKI-8281,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-8281/XWIKI-8281.log,no,,,0.8,0.5,0,0,124655,50,JarFiles/GGA-tests/XWIKI-8281
1,xwiki,XWIKI-8281,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-8281/XWIKI-8281.log,no,,,0.8,0.5,0,0,124655,200,JarFiles/GGA-tests/XWIKI-8281
