execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,test_dir
8,xwiki,XWIKI-13708,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13708
9,xwiki,XWIKI-13708,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13708
10,xwiki,XWIKI-13708,8.2.1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2.1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13708/XWIKI-13708.log,yes,8.3-rc-1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13708
1,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
2,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
3,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
4,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
5,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
6,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
7,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
8,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
9,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
10,xwiki,XWIKI-14319,9.4-rc-1,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.4-rc-1,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14319/XWIKI-14319.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14319
1,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
2,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
3,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
4,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
5,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
6,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
7,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
8,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
9,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
10,xwiki,XWIKI-14475,9.5,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-9.5,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14475/XWIKI-14475.log,yes,9.5.1,1,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14475
1,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
2,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
3,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
4,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
5,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
6,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
7,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
8,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
9,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
10,xwiki,XWIKI-13616,8.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13616/XWIKI-13616.log,yes,8.2.2,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13616
1,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
2,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
3,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
4,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
5,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
6,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
7,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
8,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
9,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
10,xwiki,XWIKI-14612,8.4,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-8.4,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-14612/XWIKI-14612.log,yes,9.7-rc-1,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-14612
1,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
2,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
3,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
4,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
5,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
6,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
7,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
8,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
9,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
10,xwiki,XCOMMONS-928,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XCOMMONS-928/XCOMMONS-928.log,yes,7.4.3,5,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XCOMMONS-928
1,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
2,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
3,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
4,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
5,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
6,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
7,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
8,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
9,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
10,xwiki,XRENDERING-418,7.3,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.3,xwiki,JarFiles/resources/logs/XWIKI/XRENDERING-418/XRENDERING-418.log,no,,,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XRENDERING-418
1,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
2,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
3,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
4,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
5,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
6,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
7,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
8,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
9,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
10,xwiki,XWIKI-13372,7.4.2,JarFiles/resources/targetedSoftware/XWIKI-bins/XWIKI-7.4.2,xwiki,JarFiles/resources/logs/XWIKI/XWIKI-13372/XWIKI-13372.log,yes,7.4.6,2,0.8,0.5,0,0,62328,100,JarFiles/GGA-tests/XWIKI-13372
